Volatility 3 Framework 2.28.0

NetNS	Process Name	PID	TID	FD	Sock Offset	Family	Type	Proto	Source Addr	Source Port	Destination Addr	Destination Port	State	Filter
4026531840	dbus-daemon	631	631	18	0x9d90304d0000	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	22745	-	20774	ESTABLISHED	-
4026531840	dbus-daemon	631	631	20	0x9d90304d3740	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	22758	-	20797	ESTABLISHED	-
4026531840	dbus-daemon	631	631	21	0x9d9005bf8440	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	23674	-	23673	ESTABLISHED	-
4026531840	dbus-daemon	631	631	22	0x9d900a51dd80	AF_UNIX	STREAM	-	/run/dbus/system_bus_socket	339924	-	337038	ESTABLISHED	-
4026531840	irqbalance	637	637	1	0x9d9030670cc0	AF_UNIX	STREAM	-	-	19172	/run/systemd/journal/stdout	15193	ESTABLISHED	-
4026531840	irqbalance	637	637	2	0x9d9030670cc0	AF_UNIX	STREAM	-	-	19172	/run/systemd/journal/stdout	15193	ESTABLISHED	-
4026531840	irqbalance	637	637	5	0x9d9030674c80	AF_UNIX	STREAM	-	/run/irqbalance/irqbalance637.sock	19184	-	-	LISTEN	-
4026531840	gmain	637	644	1	0x9d9030670cc0	AF_UNIX	STREAM	-	-	19172	/run/systemd/journal/stdout	15193	ESTABLISHED	-
4026531840	gmain	637	644	2	0x9d9030670cc0	AF_UNIX	STREAM	-	-	19172	/run/systemd/journal/stdout	15193	ESTABLISHED	-
4026531840	gmain	637	644	5	0x9d9030674c80	AF_UNIX	STREAM	-	/run/irqbalance/irqbalance637.sock	19184	-	-	LISTEN	-
4026531840	networkd-dispat	638	638	1	0x9d902ed472c0	AF_UNIX	STREAM	-	-	22626	/run/systemd/journal/stdout	15194	ESTABLISHED	-
4026531840	networkd-dispat	638	638	2	0x9d902ed472c0	AF_UNIX	STREAM	-	-	22626	/run/systemd/journal/stdout	15194	ESTABLISHED	-
4026531840	networkd-dispat	638	638	3	0x9d90304d1100	AF_UNIX	STREAM	-	-	20774	/run/dbus/system_bus_socket	22745	ESTABLISHED	-
4026531840	networkd-dispat	638	638	5	0x9d90304d7700	AF_UNIX	STREAM	-	-	20776	-	20777	ESTABLISHED	-
4026531840	networkd-dispat	638	638	6	0x9d90304d72c0	AF_UNIX	STREAM	-	-	20777	-	20776	ESTABLISHED	-
4026531840	polkitd	639	639	6	0x9d900a518cc0	AF_UNIX	STREAM	-	-	22653	/run/dbus/system_bus_socket	22654	ESTABLISHED	-
4026531840	gmain	639	645	6	0x9d900a518cc0	AF_UNIX	STREAM	-	-	22653	/run/dbus/system_bus_socket	22654	ESTABLISHED	-
4026531840	gdbus	639	650	6	0x9d900a518cc0	AF_UNIX	STREAM	-	-	22653	/run/dbus/system_bus_socket	22654	ESTABLISHED	-
4026531840	snapd	646	646	1	0x9d9030640000	AF_UNIX	STREAM	-	-	15216	/run/systemd/journal/stdout	15221	ESTABLISHED	-
4026531840	snapd	646	646	2	0x9d9030640000	AF_UNIX	STREAM	-	-	15216	/run/systemd/journal/stdout	15221	ESTABLISHED	-
4026531840	snapd	646	646	3	0x9d9005bffb40	AF_UNIX	STREAM	-	-	23673	/run/dbus/system_bus_socket	23674	ESTABLISHED	-
